SID,Title,ISSN,EISSN,Coverage,Language,Type,Publisher,Code
21100899302,Qualitative Research in Education,,20146418,2018-2024,ENG,Journal,Hipatia Editorial,1201; 3204; 3304
21100775078,Qualitative Research in Financial Markets,17554179,17554187,2009-2024,ENG,Journal,Emerald Publishing,1408; 2003; 2002
21101233956,Qualitative Research in Medicine and Healthcare,,25322044,2020-2024,ENG,Journal,Page Press Publications,2719; 2739; 2701
21100395908,Qualitative Research in Organizations and Management,17465648,17465656,2006-2024; 2001,ENG,Journal,Emerald Publishing,2000; 1400
5100155099,Qualitative Research in Psychology,14780887,14780895,2004-2024,ENG,Journal,Taylor and Francis Ltd.,3200
21100199724,"Qualitative Research in Sport, Exercise and Health",2159676X,21596778,2011-2024,ENG,Journal,Taylor and Francis Ltd.,3612; 3306; 3207
19400156804,Qualitative Research Journal,14439883,14480980,2006-2024,ENG,Journal,Emerald Group Publishing Ltd.,3300; 3304
21100788987,Qualitative Research Reports in Communication,17459435,17459443,2022-2024; 2015-2020; 2005-2013,ENG,Journal,Taylor and Francis Ltd.,3315
5700163050,Qualitative Social Work,14733250,,2002-2025,ENG,Journal,SAGE Publications Inc.,3301; 3306
16842,Qualitative Sociology,1620436,15737837,1978-2024,ENG,Journal,Springer New York,3312
12100155324,Qualitative Sociology Review,17338077,,2008-2024,ENG,Journal,Lodz University,3300
19600161827,Qualitative Theory of Dynamical Systems,15755460,16623592,2008-2025; 1999-2005,ENG,Journal,Springer Science + Business Media,2604; 2607
17700156709,Quality - Access to Success,15822559,,2009-2024,ENG,Journal,SRAC - Societatea Romana Pentru Asigurarea Calitatii,1408; 1403; 1404
21101183653,Quality Advancement in Nursing Education,,23686669,2019-2024,ENG,Journal,Canadian Association of Schools of Nursing,3304; 2922; 2901
19372,Quality and Quantity,335177,15737845,1967-2024,ENG,Journal,Springer Netherlands,3300; 2613
19123,Quality and Reliability Engineering International,7488017,10991638,1985-2024,ENG,Journal,John Wiley and Sons Ltd,1803; 2213
21100217620,Quality Assurance and Safety of Crops and Foods,17578361,1757837X,2009-2024,ENG,Journal,Codon Publications,1106; 1102
144658,Quality Assurance in Education,9684883,,1993-2024,ENG,Journal,Emerald Group Publishing Ltd.,3304
13832,Quality Engineering,8982112,15324222,1988-2024; 1974; 1970-1972,ENG,Journal,Taylor and Francis Ltd.,2209; 2213
19700170191,Quality in Ageing and Older Adults,14717794,20428766,2000-2024,ENG,Journal,Emerald Group Publishing Ltd.,2904; 2905; 2909
200147114,Quality in Higher Education,13538322,14701081,1995-2024,ENG,Journal,Routledge,3304
21100220151,Quality Innovation Prosperity,13351745,1338984X,2012-2024,ENG,Journal,Technical University of Kosice,1405; 1408
14847,Quality Management in Health Care,10638628,15505154,1992-2024,ENG,Journal,Lippincott Williams and Wilkins Ltd.,2911; 2904; 2719; 3306
21100268418,Quality Management Journal,10686967,,2013-2024,ENG,Journal,Taylor and Francis Ltd.,1400
21101041894,Quality of Life in Asia,22110550,22110569,2022-2023; 2017-2020; 2013-2015,ENG,Book Series,Springer International Publishing,3321; 3303; 3304; 3317
17732,Quality of Life Research,9629343,15732649,1992-2024,ENG,Journal,Springer Netherlands,2739
21100198497,Quality Technology and Quantitative Management,16843703,,2011-2025,ENG,Journal,Taylor and Francis Ltd.,1405; 1802; 1803; 1410; 1403
21101176039,Quanqiu Nengyuan Hulianwang,20965125,,2019-2024,CHI,Journal,Global Energy Interconnection Development and Cooperation Organization,2105; 2208; 2102
21100826956,Quanta,,13147374,2012-2024,ENG,Journal,Quanta,1207; 2610; 3107
21100853805,Quantitative Biology,20954689,20954697,2013-2025,ENG,Journal,John Wiley and Sons Inc,2604; 1301; 1706; 2611
21100255526,Quantitative Economics,17597323,17597331,2010-2024,ENG,Journal,Wiley-Blackwell,2002
16062,Quantitative Finance,14697688,14697696,2001-2024,ENG,Journal,Taylor and Francis Ltd.,2000; 2003
21101176848,Quantitative Finance and Economics,,25730134,2023-2024,ENG,Journal,American Institute of Mathematical Sciences,1401; 2003; 2001; 1408
21100784717,Quantitative Imaging in Medicine and Surgery,22234292,22234306,2016-2024,ENG,Journal,AME Publishing Company,2741
20500195063,Quantitative InfraRed Thermography Journal,17686733,21167176,2004-2024,ENG,Journal,Taylor and Francis Ltd.,2208; 3105
144981,Quantitative Marketing and Economics,15707156,1573711X,2005-2024,ENG,Journal,Kluwer Academic Publishers,1406; 2001
21101132273,Quantitative Plant Biology,,26328828,2020-2024,ENG,Journal,Cambridge University Press,1110
21101062805,Quantitative Science Studies,,26413337,2020-2024,ENG,Journal,MIT Press,3316; 2612; 2603; 3309
21101012349,Quantum,,2521327X,2017-2024,ENG,Journal,Verein zur Forderung des Open Access Publizierens in den Quantenwissenschaften,3101; 3107
21101042316,Quantum Beam Science,,2412382X,2017-2024,ENG,Journal,Multidisciplinary Digital Publishing Institute (MDPI),3106; 3107
29653,Quantum Electronics,10637818,14684799,1993-2022; 1988; 1984,ENG,Journal,Turpion Ltd,2208; 3107; 3109; 2504
21101239840,Quantum Frontiers,,27316106,2022-2024,ENG,Journal,Springer International Publishing,3107; 3104; 2504
29676,Quantum Information and Computation,15337146,,2001-2024,ENG,Journal,Sciendo,3106; 3109; 3100; 1703; 2614; 2610
24831,Quantum Information Processing,15700755,,2004-2024,ENG,Journal,Springer New York,2208; 2611; 1711; 2614; 3109; 2504
21101054787,Quantum Machine Intelligence,25244906,25244914,2019-2024,ENG,Journal,Springer Science and Business Media Deutschland GmbH,2604; 1702; 1703; 2614; 1712
21101043793,Quantum Reports,,2624960X,2019-2024,ENG,Journal,Multidisciplinary Digital Publishing Institute (MDPI),3101; 3103; 3107; 3109
21100862881,Quantum Science and Technology,,20589565,2016-2024,ENG,Journal,Institute of Physics Publishing,2208; 3101; 2501; 3107
21101022226,Quantum Studies: Mathematics and Foundations,21965609,21965617,2014-2025,ENG,Journal,Birkhaeuser,2610; 3107
21100304259,Quantum Topology,1663487X,1664073X,2013-2024,ENG,Journal,European Mathematical Society Publishing House,2608; 2610
21100205945,Quartar,3757471,,2011-2022,ENG; GER,Book Series,Verlag Marie Leidorf GmbH,3302; 1204
12000154413,Quarterly Journal of Austrian Economics,10983708,19364806,2008-2024,ENG,Journal,Ludwig Von Mises Institute,2000
29431,Quarterly Journal of Economics,335533,15314650,1886-2024,ENG,Journal,Oxford University Press,2002
16912,Quarterly Journal of Engineering Geology and Hydrogeology,14709236,,2001-2025,ENG,Journal,Geological Society of London,1907; 1909; 1901
4000149409,Quarterly Journal of Experimental Psychology,17470218,17470226,2006-2024,ENG,Journal,SAGE Publications Inc.,2737; 3205; 3206; 1314; 3200
21100838016,Quarterly Journal of Finance,20101392,20101406,2011-2024,ENG,Journal,World Scientific,1408; 2002; 2003
26308,Quarterly Journal of Mathematics,335606,14643847,1930-2024,ENG,Journal,Oxford University Press,2600
26309,Quarterly Journal of Mechanics and Applied Mathematics,335614,14643855,1948-2024,ENG,Journal,Oxford University Press,2211; 3104; 2210; 2604
17331,Quarterly Journal of Nuclear Medicine and Molecular Imaging,18244785,18271936,2004-2024,ENG,Journal,Edizioni Minerva Medica S.p.A.,2741
11600153640,Quarterly Journal of Political Science,15540626,15540634,2006-2024,ENG,Journal,Now Publishers Inc,3320; 3312
16018,Quarterly Journal of Speech,335630,14795779,1915-2024,ENG,Journal,Routledge,3304; 1203; 3315
14082,Quarterly Journal of the Royal Meteorological Society,359009,1477870X,1877-2024; 1875; 1873,,Journal,Wiley-Blackwell,1902
26310,Quarterly of Applied Mathematics,0033569X,15524485,1990-2024; 1973-1988; 1970,ENG,Journal,American Mathematical Society,2604
25732,Quarterly Report of RTRI (Railway Technical Research Institute) (Japan),339008,,1969-2024,ENG,Journal,Ken-yusha Inc.,2210
13093,Quarterly Review of Biology,335770,15397718,1945-2024,ENG,Journal,University of Chicago Press,1100
23633,Quarterly Review of Economics and Finance,10629769,,1992-2024,ENG,Journal,Elsevier B.V.,2003; 2002
19700187708,Quarterly Review of Film and Video,10509208,15435326,2009-2024; 2006-2007; 2000-2003; 1989-1995,ENG,Journal,Taylor and Francis Ltd.,1213; 3315
14913,Quarterly Reviews of Biophysics,335835,14698994,1987-2024; 1968-1985,ENG,Journal,Cambridge University Press,1304
21100199806,Quasigroups and Related Systems,15612848,,2011-2024,ENG,Journal,Institute of Mathematics at the Academy of Sciences of Moldova,2607; 2602
25774,Quaternaire,11422904,,1996-2024; 1990-1994,FRE,Journal,Association Francaise pour l'Etude du Quaternaire,1904; 1907
21101043278,Quaternary,,2571550X,2018-2024,ENG,Journal,Multidisciplinary Digital Publishing Institute (MDPI),1901; 1904
21100842850,Quaternary and Environmental Geosciences,,21766142,2017-2024,POR,Journal,Associacao Brasileira de Estudos do Quaternario,1904; 1907; 2306
7200153173,Quaternary Geochronology,18711014,,2006-2025,ENG,Journal,Elsevier B.V.,1913; 1907; 1901
25776,Quaternary International,10406182,,1989-2025,ENG,Journal,Elsevier Ltd,1904
25793,Quaternary Research,335894,,1970-2024,ENG,Journal,Cambridge University Press,1900; 1904; 1201
21101067621,Quaternary Science Advances,,26660334,2020-2025,ENG,Journal,Elsevier Ltd,1904; 1901; 1907
26239,Quaternary Science Reviews,2773791,,1982-2025,ENG,Journal,Elsevier Ltd,3302; 2306; 1105; 1204; 1907
21101052807,Quaternary Sciences,10017410,,2019-2024,CHI,Journal,Science China Press,1904; 1901
21101173094,Qubahan Academic Journal,,27098206,2021-2024,ENG,Journal,Qubahan,1400; 3304; 1703; 1702
21100889414,Qudus International Journal of Islamic Studies,23551895,24769304,2018-2024,ENG,Journal,STAIN Kudus,3320; 1212; 1202; 3316
19400158814,Quebec Journal of International Law,8289999,,2007-2023,ENG; FRE; SPA,Journal,Societe Quebecoise de Droit International,3308
21100914960,Quebec Studies,7373759,20521731,2018-2024,ENG,Journal,Liverpool University Press,3301; 1201; 3316
21100329301,Queen Mary Journal of Intellectual Property,20459807,20459815,2011-2024,ENG,Journal,Edward Elgar Publishing Ltd.,3308
21100407162,Queen Mary Studies in International Law,18774822,,2025; 2018-2023; 2010-2016,ENG,Book Series,Brill Academic Publishers,3308; 3320
13159,Queens Quarterly,336041,,2017-2024; 2000-2013; 1988-1990; 1986; 1981-1983; 1978-1979; 1975; 1973; 1968,ENG,Journal,Queens University,1200
21101042120,Queenship and Power,2730938X,27309398,2019-2024; 2016,ENG,Book Series,Springer International Publishing,1202
21100828755,Queensland Archaeological Research,8143021,1839339X,2022-2023; 2014-2020,ENG,Journal,James Cook University,3302; 3314; 1204
21100455134,Queensland Review,13218166,20497792,2015-2023; 2011-2013,ENG,Journal,Equinox Publishing Ltd,1202; 3312; 1208; 3316
16300154772,Queeste,9298592,26671689,2002-2023,DUT; ENG,Journal,Uitgeverij Verloren,1208
29442,Quest,336297,15432750,1963-2024,ENG,Journal,Taylor and Francis Ltd.,3304
21100857773,Quest. Issues in Contemporary Jewish History,,2037741X,2017-2024,ENG,Journal,Fondazione Centro di Documentazione Ebraica Contemporanea CDEC,1202
21101247622,Questions and Answers in General Topology,9184732,,2020-2024,ENG,Journal,General Topology Symposium,2608
20300195020,Questions Liturgiques,7745524,17831709,2019-2023; 2011-2017,ENG; FRE,Journal,Peeters Publishers,1212
21101163015,Quetes Litteraires,20848099,2657487X,2021-2023,FRE,Journal,John Paul II Catholic University of Lublin,1202; 1208
19700186817,Queue,15427730,15427749,2003-2024,ENG,Journal,Association for Computing Machinery (ACM),1700
21101133222,Queueing Models and Service Management,26162679,26162687,2018-2024,ENG,Journal,Kaoyian Press,2611; 2604; 1804; 1803
19124,Queueing Systems,2570130,15729443,1986-2025,ENG,Journal,Springer Netherlands,1703; 1803; 1706; 2613
21101152544,Qui Parle: Critical Humanities and Social Sciences,10418385,19388020,2019-2024,ENG,Journal,Duke University Press,1201; 3301
21101169019,Quien,2443972X,29524946,2020-2024,ENG; SPA,Journal,Asociacion Espanola de Personalismo,3316; 1201
21479,Quimica Nova,1004042,16787064,1997-2024; 1992,ENG; POR; SPA,Journal,Sociedade Brasileira de Quimica,1600
21100202139,Quintana,15797414,23400005,2011-2024,SPA,Journal,"Department of Publications and Scientific Exchange, University of Santiago de Compostela (SPIC)",1213
22964,Quintessence International,336572,19367163,1969-2024,ENG,Journal,Quintessence Publishing Company,3500
21100227421,Quinto Sol,3292665,18512879,2012-2024,SPA,Journal,Universidad Nacional de La Pampa,3312; 1202; 3316
21100815369,Quiroga,,22547037,2016-2024,ENG; POR; SPA,Journal,"Universidad de Granada, Departamento de Historia del Arte",1209; 1213; 1206
21100838052,Qwerty,18287344,22402950,2017-2024,ENG; ITA,Journal,Progetti editoriali s.r.l.,1709; 3304; 3315; 3316
22486,R and D Management,336807,14679310,1970-2025,ENG,Journal,Wiley-Blackwell Publishing Ltd,1405; 1408; 1400; 1403
34363,R and D: Research and Development Kobe Steel Engineering Reports,3738868,,1978-2024,JPN,Journal,Kobe Steel Ltd,2505; 2506; 2211
21100255423,R Journal,20734859,,2009-2023,ENG,Journal,R Foundation for Statistical Computing,1804; 2612; 2613
21100405529,RA Revista de Arquitectura,11385596,22546332,2015-2024; 2010-2013; 2008,ENG; SPA,Journal,Universidad de Navara,1213; 2216
29502,Race and Class,3063968,,1962-2024; 1959,ENG,Journal,SAGE Publications Ltd,3300; 3301; 3312; 3302; 3314; 1204; 3316
21100817648,Race and Justice,,21533687,2011-2025,ENG,Journal,SAGE Publications Inc.,3308; 3312; 3314
19400158571,Race and Social Problems,18671748,18671756,2009-2024,ENG,Journal,Springer Verlag,3312; 3314
16047,Race Ethnicity and Education,13613324,1470109X,1998-2024,ENG,Journal,Routledge,3304; 3316; 3317
21100455621,"Rad Hrvatske Akademije Znanosti i Umjetnosti, Matematicke Znanosti",18454100,18492215,2015-2024; 2013,ENG,Journal,Croatian Academy of Sciences and Arts,2600
14917,Radiation and Environmental Biophysics,0301634X,14322099,1974-2024,ENG,Journal,Springer Science and Business Media Deutschland GmbH,3108; 1304; 2300
21100469656,Radiation and Risk,1313878,2412950X,2016-2024,RUS,Journal,National Medical Research Radiological Centre of the Ministry of Health of the Russian Federation,2739; 2741; 3106; 3108
21100921312,Radiation Detection Technology and Methods,25099930,25099949,2017-2024,ENG,Journal,Springer Singapore,2104; 3106
29511,Radiation Effects and Defects in Solids,10420150,,1989-2024,ENG,Journal,Taylor and Francis Ltd.,3104; 2500; 3106; 3108
21101254622,Radiation Environment and Medicine,24239097,2432163X,2020-2024,ENG,Journal,Hirosaki University,2741; 3108; 2701; 2301
29512,Radiation Measurements,13504487,,1994-2025,ENG,Journal,Elsevier Ltd,3105; 3108
21101067700,Radiation Medicine and Protection,20970439,26665557,2020-2024,ENG,Journal,Elsevier B.V.,3614; 3604; 2739; 2741
5800179603,Radiation Oncology,,1748717X,2005-2024,ENG,Journal,BioMed Central Ltd,2741; 2730
21100218036,Radiation Oncology Journal,22341900,22343156,2012-2024,ENG,Journal,Korean Society for Therapeutic Radiology and Oncology,2741; 2730
29513,Radiation Physics and Chemistry,0969806X,18790895,1985-2025; 1983,ENG,Journal,Elsevier Ltd,3108
21101256283,Radiation Physics and Engineering,26456397,26455188,2020-2024,ENG,Journal,KN Toosi University of Technology,3108; 3106; 3105
29514,Radiation Protection Dosimetry,1448420,17423406,1981-2024,ENG,Journal,Oxford University Press,3614; 2741; 3108; 2739
29515,Radiation Research,337587,19385404,1954-2024,ENG,Journal,Radiation Research Society,2741; 1304; 3108
17841,Radiatsionnaya Biologiya. Radioekologiya,8698031,,2020-2023; 1993-2016,RUS,Journal,Akademkniga,3108; 1312; 1304; 1303; 2741; 2502
21100840355,Radiatsionnaya Gygiena,1998426X,24099082,2017-2024,RUS,Journal,Saint-Petersburg Research Institute of Radiation Hygiene after Professor P.V. Ramzaev,2741
16566,Radical History Review,1636545,15341453,1999-2024; 1986; 1984; 1979,ENG,Journal,Duke University Press,1202
5000155902,Radical Philosophy,0300211X,,2019-2024; 2006-2016,ENG,Journal,Radical Philosophy,1211; 3301; 1201
21101157248,Radical Philosophy Review,,15691659,2019-2023,ENG,Journal,Philosophy Documentation Center,1211; 3312
21100915391,Radical Teacher,,19410832,2019-2024,ENG,Journal,"University Library System, University of Pittsburgh",3304
21101070229,Radical Theologies and Philosophies,2634663X,26346648,2022-2023; 2017-2020,ENG,Book Series,Springer Nature,3301; 1211; 1212
21100200635,Radio Journal,14764504,20401388,2012-2024,ENG,Journal,Intellect Ltd.,1213; 2214; 3315; 3316
21101041705,Radio Physics and Radio Astronomy,10279636,24157007,2019-2024,ENG,Journal,Institute of Radio Astronomy of the National Academy of Sciences of Ukraine,2208; 1912; 3101; 3103
28580,Radio Science,486604,1944799X,1966-2024,ENG,Journal,Wiley-Blackwell,2208; 3104; 1900
22845,Radiocarbon,338222,,1989-2024; 1982; 1980,ENG,Journal,Cambridge University Press,1900; 1204
27036,Radiochemistry,10663622,16083288,2001-2024,ENG,Journal,Pleiades Publishing,1606
27037,Radiochimica Acta,338230,21933405,1962-2024,ENG,Journal,Walter de Gruyter GmbH,1606
